Channel 1,Channel 2,Channel 3,Channel 4,Classification
47.36328125,-145.99609375,37.59765625,39.55078125,0
57.12890625,35.15625,41.9921875,64.453125,0
50.78125,97.16796875,36.1328125,65.4296875,0
24.4140625,-95.703125,40.0390625,42.48046875,0
30.76171875,-268.5546875,48.33984375,40.0390625,0
64.94140625,-198.73046875,46.875,68.359375,0
42.96875,-30.2734375,41.50390625,66.40625,0
17.08984375,-130.859375,47.8515625,39.0625,0
30.76171875,-502.9296875,40.52734375,14.16015625,0
53.22265625,-200.68359375,29.296875,25.87890625,0
72.265625,119.62890625,36.62109375,52.734375,0
45.8984375,-80.56640625,32.2265625,35.64453125,0
28.80859375,-197.265625,16.6015625,11.23046875,0
49.8046875,-11.71875,26.85546875,40.0390625,0
69.3359375,98.6328125,35.64453125,57.6171875,0
49.31640625,16.11328125,36.62109375,41.015625,0
14.6484375,-85.9375,48.33984375,17.08984375,0
21.97265625,-194.3359375,54.19921875,33.203125,0
42.48046875,-114.74609375,47.36328125,60.05859375,0
45.41015625,-307.6171875,33.69140625,45.41015625,0
18.06640625,-452.63671875,33.69140625,19.53125,0
13.671875,-33.203125,39.55078125,30.2734375,0
33.69140625,24.90234375,36.1328125,57.12890625,0
48.828125,-87.890625,30.76171875,66.40625,0
36.62109375,-62.5,21.97265625,48.828125,0
21.484375,-46.875,31.25,36.62109375,0
50.29296875,-76.66015625,47.36328125,56.640625,0
73.73046875,-73.2421875,33.203125,75.1953125,0
50.29296875,-25.390625,28.80859375,57.6171875,0
25.87890625,-169.921875,37.109375,31.73828125,0
41.9921875,-347.16796875,35.15625,43.9453125,0
59.08203125,-472.16796875,43.9453125,55.6640625,0
49.31640625,-181.15234375,47.36328125,40.52734375,0
16.11328125,24.90234375,45.8984375,21.97265625,0
28.80859375,-175.29296875,41.50390625,38.57421875,0
55.17578125,-154.78515625,32.2265625,64.94140625,0
52.734375,94.7265625,30.76171875,65.91796875,0
24.4140625,61.5234375,35.15625,35.64453125,0
22.94921875,-160.64453125,33.69140625,31.25,0
61.5234375,-92.28515625,35.15625,49.31640625,0
68.359375,68.359375,37.109375,48.33984375,0
48.828125,-133.7890625,41.50390625,29.78515625,0
44.921875,-528.3203125,30.76171875,5.859375,0
71.2890625,-452.1484375,20.99609375,19.04296875,0
86.9140625,30.2734375,32.2265625,43.9453125,0
73.2421875,34.66796875,45.41015625,41.015625,0
42.48046875,-157.71484375,47.8515625,23.4375,0
45.41015625,-53.22265625,42.96875,40.0390625,0
64.453125,144.53125,40.52734375,71.2890625,0
49.31640625,-43.45703125,45.41015625,71.77734375,0
10.7421875,-280.76171875,36.1328125,47.8515625,0
16.11328125,-88.37890625,31.25,45.8984375,0
41.50390625,117.67578125,37.109375,62.5,0
41.9921875,-97.16796875,35.64453125,61.5234375,0
19.53125,-542.48046875,18.06640625,21.484375,0
16.6015625,-326.66015625,9.765625,15.625,0
50.29296875,65.4296875,39.55078125,54.6875,0
55.17578125,-30.76171875,50.78125,55.17578125,0
30.2734375,-135.7421875,43.45703125,28.3203125,0
13.671875,-92.28515625,41.9921875,8.30078125,0
38.57421875,16.11328125,32.2265625,28.3203125,0
58.10546875,20.5078125,17.578125,51.7578125,0
36.62109375,-77.63671875,17.08984375,45.41015625,0
10.7421875,-59.5703125,27.83203125,25.390625,0
26.85546875,-105.46875,32.2265625,27.83203125,0
53.7109375,-243.1640625,40.0390625,46.875,0
40.52734375,-222.16796875,52.734375,49.8046875,0
9.27734375,-111.328125,45.8984375,25.390625,0
25.390625,-17.578125,29.296875,28.3203125,0
58.59375,-286.1328125,41.015625,44.43359375,0
50.29296875,-276.85546875,49.8046875,40.0390625,0
18.06640625,19.53125,43.9453125,18.06640625,0
0.0,-97.65625,52.24609375,8.30078125,0
0.0,-104.4921875,41.015625,39.55078125,0
0.0,53.7109375,20.5078125,47.8515625,0
0.0,56.15234375,18.5546875,32.2265625,0
0.0,-146.97265625,27.34375,8.7890625,0
0.0,-277.34375,32.2265625,30.76171875,0
0.0,-154.78515625,36.1328125,55.6640625,0
0.0,-59.5703125,43.9453125,37.109375,0
0.0,-326.171875,49.8046875,12.6953125,0
0.0,-534.66796875,48.828125,13.671875,0
0.0,-147.4609375,37.109375,45.41015625,0
0.0,36.1328125,34.1796875,49.8046875,0
10.7421875,-195.80078125,37.59765625,14.16015625,0
38.0859375,-189.94140625,37.59765625,15.13671875,0
44.43359375,56.15234375,35.15625,43.45703125,0
34.66796875,156.73828125,35.64453125,47.36328125,0
23.4375,-23.92578125,20.5078125,23.4375,0
41.015625,-259.765625,14.6484375,11.23046875,0
62.98828125,-208.0078125,41.9921875,39.0625,0
50.78125,85.9375,51.7578125,54.6875,0
27.83203125,-319.82421875,36.1328125,18.5546875,0
40.0390625,-565.4296875,31.73828125,-8.30078125,0
46.38671875,-96.19140625,47.36328125,20.99609375,0
45.8984375,-76.66015625,53.22265625,41.015625,0
44.921875,-89.35546875,42.48046875,37.109375,0
17.578125,-26.85546875,39.55078125,13.18359375,0
25.87890625,79.1015625,41.50390625,20.5078125,0
56.15234375,80.078125,52.734375,50.29296875,0
68.84765625,-25.87890625,50.29296875,62.01171875,0
39.55078125,-153.80859375,36.1328125,44.43359375,0
31.73828125,-180.17578125,44.43359375,31.25,0
50.29296875,-194.3359375,55.17578125,36.1328125,0
44.921875,-444.3359375,58.10546875,25.87890625,0
3.90625,-208.0078125,45.41015625,4.39453125,0
-28.3203125,22.4609375,30.76171875,-8.7890625,0
-8.7890625,-74.21875,29.78515625,3.90625,0
0.48828125,-42.48046875,34.66796875,16.6015625,0
-19.04296875,43.9453125,38.57421875,1.46484375,0
-41.9921875,-115.72265625,48.33984375,-21.97265625,0
-19.04296875,-203.61328125,46.875,-6.8359375,0
15.13671875,-34.66796875,43.45703125,19.53125,0
5.859375,-81.54296875,36.62109375,24.90234375,0
-14.16015625,-201.171875,26.85546875,-4.39453125,0
8.30078125,-444.82421875,38.57421875,-16.11328125,0
33.203125,-479.00390625,33.203125,10.7421875,0
35.64453125,81.0546875,15.625,23.92578125,0
4.8828125,66.89453125,33.203125,4.8828125,0
-1.953125,-155.76171875,62.01171875,-3.90625,0
38.0859375,-9.765625,68.84765625,26.3671875,0
45.41015625,109.375,60.546875,49.31640625,0
24.90234375,-49.31640625,40.52734375,31.25,0
8.7890625,-206.0546875,29.296875,18.06640625,0
20.01953125,-41.015625,47.8515625,34.66796875,0
44.43359375,-71.77734375,60.546875,55.17578125,0
42.96875,-315.91796875,51.7578125,43.45703125,0
27.34375,-561.5234375,41.015625,9.765625,0
55.17578125,-290.0390625,33.203125,33.69140625,0
78.125,63.96484375,35.15625,62.01171875,0
79.58984375,-15.625,47.36328125,58.59375,0
55.6640625,-134.765625,49.8046875,33.203125,0
52.24609375,-83.984375,50.29296875,34.1796875,0
79.1015625,14.16015625,53.22265625,67.87109375,0
85.9375,-15.13671875,44.921875,82.03125,0
63.96484375,-58.59375,47.36328125,66.40625,0
49.31640625,-74.21875,45.41015625,58.59375,0
75.1953125,-121.58203125,54.19921875,89.35546875,0
88.37890625,-390.13671875,53.7109375,90.33203125,0
66.40625,-492.67578125,40.52734375,64.453125,0
51.7578125,-200.68359375,41.9921875,62.98828125,0
68.359375,-77.63671875,59.08203125,81.54296875,0
95.703125,-50.78125,71.2890625,107.421875,0
78.125,25.87890625,67.3828125,101.5625,0
0.0,47.8515625,0.0,67.87109375,0
0.0,-67.87109375,0.0,70.80078125,0
0.0,-87.890625,0.0,91.30859375,0
0.0,84.9609375,0.0,88.8671875,0
0.0,48.828125,0.0,66.40625,0
0.0,-246.09375,0.0,59.08203125,0
0.0,-484.86328125,0.0,70.80078125,0
0.0,-160.15625,0.0,81.54296875,0
0.0,84.47265625,0.0,67.3828125,0
0.0,-142.578125,0.0,52.734375,0
0.0,-122.0703125,0.0,71.2890625,0
0.0,11.23046875,0.0,83.0078125,0
74.21875,-14.16015625,45.41015625,0.0,0
45.8984375,-107.421875,42.96875,0.0,0
56.640625,-97.16796875,46.38671875,0.0,0
70.3125,82.51953125,52.734375,0.0,0
62.98828125,63.4765625,55.6640625,0.0,0
31.25,-244.62890625,58.59375,0.0,0
34.66796875,-321.77734375,38.57421875,0.0,0
68.84765625,-34.66796875,31.73828125,0.0,0
71.77734375,117.67578125,55.6640625,0.0,0
40.52734375,-327.63671875,65.91796875,0.0,0
37.109375,-408.203125,66.89453125,0.0,0
70.3125,56.15234375,62.98828125,0.0,0
83.0078125,57.6171875,57.6171875,88.8671875,0
54.19921875,-145.5078125,52.24609375,64.94140625,0
32.71484375,-238.28125,35.64453125,41.015625,0
54.6875,-91.30859375,35.64453125,59.5703125,0
71.2890625,-20.01953125,58.10546875,80.078125,0
42.48046875,-206.54296875,50.29296875,68.359375,0
19.53125,-281.25,34.66796875,38.57421875,0
47.8515625,-19.04296875,42.96875,50.29296875,0
65.91796875,-50.29296875,48.33984375,77.63671875,0
49.31640625,-440.91796875,47.36328125,61.5234375,0
21.97265625,-274.90234375,49.31640625,29.296875,0
32.2265625,-9.27734375,48.828125,38.0859375,0
0.0,-21.484375,42.96875,64.453125,0
0.0,-47.36328125,47.36328125,73.2421875,0
0.0,-9.765625,37.59765625,44.43359375,0
0.0,-31.25,25.87890625,32.71484375,0
