Channel 1,Channel 2,Channel 3,Channel 4,Class,CalNum
-40.0390625,-18.5546875,-31.25,-42.96875,0,33
-43.45703125,-16.11328125,-34.66796875,-42.48046875,0,22
-43.9453125,-17.08984375,-46.38671875,-31.25,0,
-26.3671875,-18.5546875,-54.6875,-22.94921875,0,
-37.59765625,-24.4140625,-60.05859375,-15.13671875,0,
-57.6171875,-37.109375,-57.6171875,2.44140625,0,
-54.19921875,-27.34375,-51.7578125,0.0,0,
-51.7578125,-11.71875,-41.015625,0.0,0,
-45.8984375,-21.484375,-44.43359375,7.32421875,0,
-24.4140625,-19.04296875,-51.26953125,-5.859375,0,
-20.99609375,-25.87890625,-37.59765625,4.8828125,0,
-37.109375,-13.18359375,-31.25,28.80859375,0,
-23.92578125,19.53125,-38.0859375,25.390625,0,
-48.828125,17.578125,-45.41015625,5.859375,0,
-51.7578125,-3.41796875,-32.71484375,10.7421875,0,
-33.69140625,0.9765625,-12.6953125,7.32421875,0,
-27.34375,24.90234375,-9.27734375,-1.46484375,0,
-49.31640625,32.2265625,-20.5078125,10.25390625,0,
-63.96484375,39.0625,-31.73828125,5.859375,0,
-42.48046875,34.1796875,-25.87890625,5.859375,0,
-52.24609375,30.76171875,-26.3671875,-13.671875,0,
-44.921875,37.109375,-29.78515625,-41.50390625,0,
-42.96875,29.296875,-36.62109375,-38.57421875,0,
-57.6171875,23.4375,-48.33984375,-26.3671875,0,
-57.12890625,23.92578125,-42.96875,-12.20703125,0,
-25.390625,22.4609375,-29.296875,-3.90625,0,
-13.671875,27.34375,-21.484375,-3.41796875,0,
-40.52734375,43.45703125,-12.6953125,8.30078125,0,
-49.8046875,50.29296875,-14.6484375,10.25390625,0,
-51.7578125,47.8515625,-13.18359375,-5.859375,0,
-62.5,33.69140625,-4.8828125,-7.32421875,0,
-46.38671875,8.7890625,-11.71875,-9.765625,0,
-52.734375,15.625,-20.5078125,-20.01953125,0,
-52.24609375,28.3203125,-12.6953125,-12.20703125,0,
-22.94921875,19.53125,-8.30078125,-12.20703125,0,
-29.296875,5.37109375,-5.859375,-22.94921875,0,
-30.76171875,14.16015625,-7.32421875,-28.80859375,0,
-27.34375,43.9453125,7.32421875,-1.46484375,0,
-18.06640625,51.7578125,22.4609375,5.859375,0,
-14.16015625,37.59765625,24.90234375,1.46484375,0,
-33.69140625,24.90234375,35.64453125,4.8828125,0,
-5.859375,24.90234375,46.38671875,15.625,0,
7.32421875,39.0625,40.52734375,31.25,0,
-18.06640625,25.390625,36.1328125,18.5546875,0,
-19.53125,12.20703125,48.33984375,20.5078125,0,
-18.06640625,30.2734375,40.0390625,33.203125,0,
5.859375,31.25,31.25,40.0390625,0,
0.9765625,21.97265625,34.66796875,27.83203125,0,
-23.4375,17.578125,36.62109375,21.97265625,0,
-26.85546875,12.20703125,40.0390625,39.55078125,0,
-36.1328125,-1.46484375,32.71484375,32.71484375,0,
-28.80859375,7.8125,30.2734375,18.5546875,0,
-4.39453125,25.390625,28.80859375,1.46484375,0,
-29.296875,16.11328125,30.76171875,-10.25390625,0,
-55.17578125,-5.859375,19.53125,-9.765625,0,
-37.59765625,-1.46484375,12.20703125,-33.69140625,0,
-48.33984375,20.99609375,27.83203125,-35.15625,0,
-41.50390625,23.92578125,35.64453125,12.20703125,0,
-40.0390625,20.5078125,41.50390625,51.26953125,0,
-42.96875,1.46484375,49.8046875,77.63671875,0,
-16.6015625,-19.53125,53.7109375,95.21484375,0,
-13.671875,12.20703125,59.5703125,106.93359375,0,
-11.23046875,42.96875,57.6171875,119.62890625,0,
0.0,49.31640625,53.22265625,133.7890625,0,
-15.13671875,49.8046875,76.66015625,136.71875,0,
-16.11328125,38.57421875,88.8671875,136.23046875,0,
-9.27734375,10.7421875,88.37890625,139.6484375,0,
4.8828125,13.671875,87.40234375,147.4609375,0,
27.34375,41.015625,87.890625,161.62109375,0,
31.73828125,27.83203125,95.703125,171.38671875,0,
18.5546875,28.80859375,109.375,166.50390625,0,
17.08984375,50.29296875,121.58203125,172.36328125,0,
45.41015625,57.12890625,123.53515625,191.89453125,0,
71.77734375,53.22265625,121.09375,191.40625,0,
48.33984375,32.2265625,116.2109375,187.5,0,
41.9921875,33.203125,104.4921875,196.77734375,0,
45.41015625,52.734375,97.65625,196.77734375,0,
44.43359375,59.08203125,107.421875,182.6171875,0,
39.0625,54.19921875,121.58203125,159.1796875,0,
26.85546875,40.52734375,121.58203125,146.484375,0,
37.59765625,41.015625,117.1875,155.2734375,0,
37.109375,58.59375,119.140625,145.01953125,0,
81.54296875,72.75390625,120.60546875,125.0,0,
86.42578125,73.2421875,114.2578125,110.3515625,0,
33.203125,67.87109375,108.3984375,105.46875,0,
60.05859375,58.10546875,114.74609375,114.2578125,0,
58.10546875,20.5078125,109.86328125,127.44140625,0,
35.15625,13.671875,97.65625,122.55859375,0,
48.33984375,45.8984375,85.44921875,111.328125,0,
60.546875,47.36328125,88.37890625,91.796875,0,
44.921875,48.33984375,98.6328125,73.73046875,0,
54.19921875,47.8515625,81.0546875,75.1953125,0,
68.359375,28.80859375,63.4765625,69.3359375,0,
53.7109375,6.34765625,68.84765625,63.4765625,0,
32.71484375,-9.765625,65.91796875,65.91796875,0,
2.9296875,-2.9296875,58.10546875,66.40625,0,
-5.37109375,24.90234375,46.875,58.10546875,0,
4.39453125,47.8515625,40.52734375,49.8046875,0,
19.53125,52.24609375,48.828125,52.24609375,0,
48.828125,43.9453125,43.9453125,48.33984375,0,
52.24609375,26.85546875,40.0390625,48.33984375,0,
16.6015625,16.11328125,38.0859375,52.734375,0,
19.04296875,-2.44140625,39.55078125,50.78125,0,
32.2265625,-7.32421875,42.48046875,54.6875,0,
27.34375,21.484375,35.64453125,63.96484375,0,
31.73828125,25.390625,38.0859375,69.82421875,0,
36.1328125,35.15625,69.82421875,79.1015625,0,
58.10546875,65.91796875,106.93359375,92.7734375,0,
86.9140625,70.3125,102.5390625,89.84375,0,
61.5234375,72.75390625,98.14453125,95.21484375,0,
59.5703125,83.984375,106.4453125,101.5625,0,
99.609375,80.56640625,109.375,97.16796875,0,
81.0546875,78.61328125,106.4453125,85.9375,0,
68.84765625,75.68359375,104.98046875,91.30859375,0,
94.7265625,68.359375,99.12109375,94.23828125,0,
